timestamp,open,high,low,close,volume
2026-03-01 13:05:00,66273.03,66424.0,66273.03,66332.42,40.42269
2026-03-01 13:10:00,66332.41,66371.52,66312.02,66316.64,18.15228
2026-03-01 13:15:00,66316.64,66410.0,66316.64,66342.04,11.84297
2026-03-01 13:20:00,66342.04,66342.04,66132.27,66228.68,70.50167
2026-03-01 13:25:00,66228.68,66394.28,66228.67,66319.99,58.75674
2026-03-01 13:30:00,66320.0,66345.85,66240.27,66311.12,56.31529
2026-03-01 13:35:00,66311.12,66350.0,66249.3,66288.75,19.77472
2026-03-01 13:40:00,66288.75,66386.5,66288.75,66352.75,29.18442
2026-03-01 13:45:00,66352.74,66400.0,66349.18,66378.41,11.31473
2026-03-01 13:50:00,66378.42,67360.57,66378.41,67145.0,763.42751
2026-03-01 13:55:00,67144.99,67219.46,66881.87,66934.79,199.83842
2026-03-01 14:00:00,66934.8,67127.99,66815.11,66977.55,171.93664
2026-03-01 14:05:00,66977.55,67320.19,66974.95,67056.06,177.94122
2026-03-01 14:10:00,67056.07,67152.07,66979.16,67073.12,41.97798
2026-03-01 14:15:00,67073.12,67114.29,66968.34,67009.19,49.83506
2026-03-01 14:20:00,67009.43,67019.64,66763.63,66896.53,96.13123
2026-03-01 14:25:00,66896.52,66985.23,66852.33,66917.8,40.31225
2026-03-01 14:30:00,66917.79,67045.21,66832.29,66999.71,45.51637
2026-03-01 14:35:00,66999.71,66999.71,66876.44,66900.0,25.22936
2026-03-01 14:40:00,66900.0,66971.12,66752.58,66826.3,91.55466
2026-03-01 14:45:00,66826.29,66972.85,66782.39,66914.12,70.06317
2026-03-01 14:50:00,66914.12,66914.5,66773.8,66852.36,50.71552
2026-03-01 14:55:00,66852.35,66897.49,66812.21,66847.8,50.41285
2026-03-01 15:00:00,66847.8,66995.64,66833.76,66955.06,32.56308
2026-03-01 15:05:00,66955.06,67007.72,66844.78,66971.46,172.32425
2026-03-01 15:10:00,66971.47,67115.99,66938.0,67115.18,85.37467
2026-03-01 15:15:00,67115.19,67241.83,67063.25,67114.84,87.57322
2026-03-01 15:20:00,67114.83,67182.53,67000.0,67059.71,56.03737
2026-03-01 15:25:00,67059.72,67190.0,67059.71,67077.22,198.68442
2026-03-01 15:30:00,67077.23,67181.5,67077.22,67177.17,43.65925
2026-03-01 15:35:00,67177.17,67216.86,67100.0,67196.78,73.24494
2026-03-01 15:40:00,67196.78,67230.24,67137.38,67215.0,50.84318
2026-03-01 15:45:00,67215.0,67222.13,67159.37,67173.36,103.76008
2026-03-01 15:50:00,67173.36,67243.69,67082.91,67100.78,45.40492
2026-03-01 15:55:00,67100.78,67163.04,66828.6,66842.42,79.08638
2026-03-01 16:00:00,66842.42,67012.29,66690.89,66948.79,133.53368
2026-03-01 16:05:00,66948.79,66973.42,66870.3,66966.47,57.30922
2026-03-01 16:10:00,66966.47,67050.0,66936.01,66946.19,49.22269
2026-03-01 16:15:00,66946.18,67040.09,66923.39,66944.68,82.31757
2026-03-01 16:20:00,66944.68,66966.25,66800.04,66912.24,136.30251
2026-03-01 16:25:00,66912.23,67112.37,66903.35,67029.87,55.40278
2026-03-01 16:30:00,67029.87,67049.69,66970.31,67008.97,53.78526
2026-03-01 16:35:00,67008.97,67064.74,66989.55,67003.99,41.61612
2026-03-01 16:40:00,67004.0,67004.0,66828.52,66828.52,50.20901
2026-03-01 16:45:00,66828.51,66836.5,65860.92,66092.08,403.04131
2026-03-01 16:50:00,66094.38,66203.35,65730.28,66125.36,376.75293
2026-03-01 16:55:00,66125.36,66228.27,66093.81,66135.45,61.24988
2026-03-01 17:00:00,66135.45,66219.77,65988.24,66127.84,75.87517
2026-03-01 17:05:00,66127.83,66211.09,66099.63,66180.69,62.5415
2026-03-01 17:10:00,66180.7,66218.06,66005.98,66110.94,81.12605
2026-03-01 17:15:00,66110.94,66118.66,65699.98,65835.27,213.9903
2026-03-01 17:20:00,65835.27,66055.03,65738.98,66002.04,63.19335
2026-03-01 17:25:00,66002.04,66066.57,65965.99,66022.34,76.71788
2026-03-01 17:30:00,66022.33,66067.34,65936.0,66059.02,26.1589
2026-03-01 17:35:00,66059.01,66131.17,66026.44,66026.45,104.93288
2026-03-01 17:40:00,66026.45,66095.83,66010.0,66015.56,37.26314
2026-03-01 17:45:00,66015.56,66095.58,65933.87,66046.52,112.82544
2026-03-01 17:50:00,66046.53,66112.54,66011.76,66016.93,38.53118
2026-03-01 17:55:00,66016.93,66091.79,65958.0,65979.61,59.04151
2026-03-01 18:00:00,65979.61,66502.79,65979.61,66396.37,257.34161
2026-03-01 18:05:00,66396.9,66601.44,66396.9,66491.2,66.99993
2026-03-01 18:10:00,66491.2,66491.2,66382.09,66395.96,35.82678
2026-03-01 18:15:00,66395.96,66657.44,66387.37,66387.37,156.97004
2026-03-01 18:20:00,66387.37,66464.04,66362.0,66364.69,28.70794
2026-03-01 18:25:00,66364.69,66428.85,66364.69,66415.94,18.91195
2026-03-01 18:30:00,66415.94,66435.2,66243.7,66410.55,165.00886
2026-03-01 18:35:00,66410.56,66454.93,66366.01,66386.85,17.90964
2026-03-01 18:40:00,66386.85,66438.71,66354.0,66367.14,39.60397
2026-03-01 18:45:00,66367.15,66430.27,66358.62,66380.0,61.1008
2026-03-01 18:50:00,66379.99,66385.73,66279.33,66290.42,39.55925
2026-03-01 18:55:00,66290.41,66320.98,66251.2,66316.83,18.14188
2026-03-01 19:00:00,66316.84,66345.95,66277.29,66277.3,32.34548
2026-03-01 19:05:00,66277.29,66305.68,66163.99,66305.67,49.53164
2026-03-01 19:10:00,66305.68,66316.62,66055.2,66079.47,41.42368
2026-03-01 19:15:00,66079.47,66121.19,65953.12,66057.6,64.28488
2026-03-01 19:20:00,66057.59,66069.96,65982.08,66019.83,14.70683
2026-03-01 19:25:00,66019.83,66039.6,65968.72,66008.42,28.9261
2026-03-01 19:30:00,66008.42,66108.88,65972.3,66005.95,87.86617
2026-03-01 19:35:00,66005.96,66057.81,65999.17,65999.17,44.90561
2026-03-01 19:40:00,65998.81,66048.68,65772.29,65823.64,92.98822
2026-03-01 19:45:00,65823.65,65952.53,65823.65,65906.56,27.43371
2026-03-01 19:50:00,65906.56,65914.0,65815.51,65914.0,31.10186
2026-03-01 19:55:00,65914.0,66001.0,65912.48,65962.17,25.64213
2026-03-01 20:00:00,65962.16,65962.16,65831.4,65922.44,23.28064
2026-03-01 20:05:00,65922.45,65952.72,65576.08,65587.59,122.3506
2026-03-01 20:10:00,65587.59,65600.28,65376.82,65454.66,149.4524
2026-03-01 20:15:00,65454.67,65604.65,65416.44,65497.03,99.2564
2026-03-01 20:20:00,65497.02,65552.9,65380.75,65433.36,41.21222
2026-03-01 20:25:00,65433.36,65471.87,65313.84,65313.84,43.09045
2026-03-01 20:30:00,65313.85,65363.76,65101.01,65207.44,110.74927
2026-03-01 20:35:00,65207.44,65281.56,65084.02,65192.92,92.59143
2026-03-01 20:40:00,65192.92,65344.29,65111.24,65257.78,129.84799
2026-03-01 20:45:00,65257.78,65310.0,65206.8,65226.73,39.12648
2026-03-01 20:50:00,65226.73,65407.11,65226.72,65314.55,67.17707
2026-03-01 20:55:00,65314.54,65379.51,65280.35,65300.0,43.07854
2026-03-01 21:00:00,65300.01,65405.01,65288.23,65288.23,121.03028
2026-03-01 21:05:00,65288.22,65374.45,65281.83,65340.12,155.95462
2026-03-01 21:10:00,65340.13,65533.72,65340.12,65515.83,52.66738
2026-03-01 21:15:00,65515.82,65576.13,65479.48,65574.92,44.81532
2026-03-01 21:20:00,65574.93,65690.69,65554.2,65613.1,53.17477
2026-03-01 21:25:00,65613.09,65620.28,65498.9,65598.15,175.20201
2026-03-01 21:30:00,65598.16,65654.06,65540.48,65555.6,80.22184
2026-03-01 21:35:00,65555.59,65671.56,65555.59,65666.08,22.14142
2026-03-01 21:40:00,65666.08,65703.75,65551.24,65673.05,74.19048
2026-03-01 21:45:00,65673.04,65681.55,65581.85,65680.0,61.33064
2026-03-01 21:50:00,65680.01,65713.44,65646.08,65664.12,24.04116
2026-03-01 21:55:00,65664.13,65756.5,65664.12,65666.2,131.73534
2026-03-01 22:00:00,65666.19,65774.98,65620.97,65735.34,34.12211
2026-03-01 22:05:00,65735.34,65747.51,65525.62,65525.63,44.91477
2026-03-01 22:10:00,65525.63,66491.43,65522.77,66008.9,525.65364
2026-03-01 22:15:00,66008.9,66198.9,65983.99,66102.56,124.56835
2026-03-01 22:20:00,66102.57,66129.88,66000.0,66123.45,45.20849
2026-03-01 22:25:00,66123.45,66123.46,65770.0,65878.45,90.06962
2026-03-01 22:30:00,65878.46,65948.32,65270.67,65301.43,148.10236
2026-03-01 22:35:00,65301.43,65436.78,65122.59,65300.0,304.87472
2026-03-01 22:40:00,65300.01,65546.47,65259.47,65398.05,194.16423
2026-03-01 22:45:00,65398.05,65408.88,65056.0,65159.39,126.6709
2026-03-01 22:50:00,65159.39,65368.39,65159.38,65354.84,68.57814
2026-03-01 22:55:00,65354.84,65369.9,65200.0,65268.71,56.36743
2026-03-01 23:00:00,65268.71,65700.0,65125.67,65699.99,164.52993
2026-03-01 23:05:00,65699.99,66027.94,65674.42,66023.38,103.49104
